root_id,pathway_type,in_deg,in_strength,sum_w2,mu2_over_mu1sq,norm_robustness,norm_robustness_shuffled,nt_type,primary_type
720575940632161863,T4,55.0,108.0,338.0,1.593792866941015,1.148503812302757,0.9993891948845919,ACH,T4c
720575940632168356,T4,47.0,157.0,1441.0,2.7476571057649397,4.700674015995806,0.9613656715413634,ACH,T4c
720575940632168612,T4,53.0,199.0,2243.0,3.0019191434559733,5.8461510519812725,0.724391493101308,ACH,T4c
720575940632169356,T4,43.0,108.0,582.0,2.1455761316872426,2.547664901018311,0.7093114480380229,ACH,T4c
720575940632190092,T4,42.0,101.0,541.0,2.2274286834624055,2.593362414214559,1.0283533540149559,ACH,T4c
720575940632201007,T4,66.0,270.0,3034.0,2.7468312757201647,5.689099747930557,1.1583331111535329,ACH,T4a
720575940632201543,T4,61.0,188.0,1882.0,3.2481326392032592,5.3180582498223465,0.8523895024726827,ACH,T4b
720575940632207890,T4,32.0,87.0,405.0,1.7122473246135552,1.8198342158676368,0.8433004851904967,ACH,T4a
720575940632208927,T4,65.0,236.0,2412.0,2.814923872450445,5.239979399428474,0.875836569187683,ACH,T4a
720575940632211986,T4,29.0,55.0,217.0,2.0803305785123967,1.8756622841929262,0.9948932602206884,ACH,T4c
720575940632213063,T4,46.0,145.0,1307.0,2.859548156956005,4.678176611938838,1.1339327256928933,ACH,T4a
720575940632218193,T4,49.0,137.0,891.0,2.326122862166338,3.179175513132188,1.0605004883339963,ACH,T4a
720575940632218947,T4,56.0,129.0,673.0,2.2647677423231776,2.55597660913877,0.8183202283538678,ACH,T4c
720575940632219690,T4,42.0,116.0,820.0,2.559453032104637,3.5901332428629216,0.9164146417222674,ACH,T4c
720575940632220719,T4,40.0,89.0,725.0,3.6611538947102638,4.4791418221198365,1.101710331585557,,T4d
720575940632222381,T4,46.0,136.0,1084.0,2.6959342560553634,4.0933880781241845,0.8610034014843218,,T4d
720575940632235823,T4,51.0,158.0,1342.0,2.7416279442397054,4.3683020092637594,1.0266339264125268,ACH,T4c
720575940632258607,T4,50.0,172.0,1458.0,2.464169821525149,4.1867339728953965,1.099538845041141,ACH,T4a
720575940632269267,T4,63.0,169.0,1297.0,2.860929239172298,4.027954296775738,0.9041896498777785,,T4c
720575940632280680,T4,49.0,135.0,813.0,2.1858436213991768,2.8571583977951995,1.176955104833267,ACH,T4c
720575940632280903,T4,38.0,122.0,868.0,2.2160709486697123,3.3654171269549646,0.847406227518577,ACH,T4b
720575940632297901,T4,59.0,184.0,1690.0,2.9451205103969755,4.79995323073784,0.7634576375450952,ACH,T4a
720575940632299212,T4,45.0,119.0,719.0,2.2847962714497565,2.9408649215508924,1.3585910942581465,ACH,T4d
720575940632299335,T4,38.0,111.0,863.0,2.6616346075805537,3.98153625027489,1.1804174374838492,ACH,T4a
720575940632300345,T4,29.0,72.0,262.0,1.4656635802469136,1.1423984419473054,0.8344574896522498,ACH,T4b
720575940632300600,T4,64.0,222.0,2204.0,2.862105348591835,5.123207130099682,0.845804549828447,ACH,T4c
720575940632301523,T4,64.0,191.0,1573.0,2.7595734766042597,4.25327077480826,0.8817819341199018,ACH,T4c
720575940632301538,T4,47.0,176.0,1684.0,2.5551394628099175,4.763790084809873,1.069132555538768,,T4d
720575940632304780,T4,50.0,160.0,1680.0,3.28125,5.571273228864696,1.1507267276541067,ACH,T4b
720575940632305977,T4,25.0,51.0,159.0,1.5282583621683967,1.0701815960519945,0.9634959628751553,ACH,T4a
720575940632310328,T4,38.0,105.0,603.0,2.0783673469387756,2.644530057161021,0.672854034226647,ACH,T4c
720575940632313764,T4,45.0,145.0,1335.0,2.8573127229488704,4.770868799518435,1.043668335770949,,T4d
720575940632328403,T4,57.0,144.0,1076.0,2.9577546296296298,3.966915872659809,0.7928988202184009,ACH,T4b
720575940632332333,T4,38.0,93.0,463.0,2.0342236096658572,2.2813618629095807,0.8434813895852896,ACH,T4c
720575940632335500,T4,29.0,72.0,340.0,1.9020061728395061,2.056152952455988,1.2171527622759626,ACH,T4d
720575940632336941,T4,62.0,229.0,2155.0,2.5478156404340115,4.68435664396436,0.9511527280077546,ACH,T4a
720575940632349458,T4,27.0,62.0,446.0,3.13267429760666,3.8862743279410448,0.8445676418182904,ACH,T4c
720575940632353453,T4,45.0,143.0,1305.0,2.8717785710792705,4.738370985598883,0.7578324186618319,ACH,T4d
720575940632358930,T4,35.0,84.0,386.0,1.9146825396825398,2.017054418227671,1.4891180728740214,,T4a
720575940632359566,T4,33.0,75.0,265.0,1.5546666666666666,1.2343136484032198,0.8206528843420993,ACH,T4b
720575940632364359,T4,48.0,142.0,1460.0,3.475500892680024,5.514325874013493,1.103765959145553,ACH,T4d
720575940632368696,T4,25.0,58.0,242.0,1.7984542211652794,1.7378331335498374,0.7320126013961276,ACH,T4c
720575940632374867,T4,55.0,148.0,1184.0,2.972972972972973,4.231248600850284,0.846368686160028,ACH,T4b
720575940632378828,T4,53.0,154.0,938.0,2.0962219598583234,2.809894471822666,1.0633903572798136,ACH,T4c
720575940632388675,T4,31.0,79.0,475.0,2.359397532446723,2.9779258974945035,1.0079161223807465,,T4d
720575940632389201,T4,40.0,106.0,888.0,3.16126735493058,4.481303069658305,1.2327441589065316,ACH,T4c
720575940632393529,T4,40.0,117.0,921.0,2.6912119219811528,4.043618688203526,1.2948460041948373,,T4d
720575940632394916,T4,63.0,226.0,2142.0,2.6420628083640065,4.780822080669586,1.1211717150334377,ACH,T4d
720575940632402892,T4,40.0,96.0,576.0,2.5,3.0547977370394004,0.8800051216029807,ACH,T4d
720575940632413544,T4,47.0,121.0,865.0,2.776791202786695,3.7370108932116435,0.9577685919186565,,T4d
720575940632417363,T4,49.0,133.0,945.0,2.6177285318559558,3.639320882534161,0.9087450517546609,ACH,T4a
720575940632429369,T4,21.0,33.0,79.0,1.5234159779614325,0.8390536488230901,1.2147897981369074,ACH,T4d
720575940632429416,T4,45.0,131.0,1055.0,2.766447176737952,4.16886522921637,1.2147086411089312,ACH,T4d
720575940632432195,T4,52.0,179.0,1903.0,3.088417964483006,5.5689182363876215,1.155214159105284,ACH,T4d
720575940632433000,T4,31.0,105.0,915.0,2.5727891156462586,4.374047961289856,0.9673254665778571,ACH,T4b
720575940632439400,T4,29.0,72.0,342.0,1.9131944444444444,2.078119120369925,0.6204530425052115,ACH,T4c
720575940632441427,T4,26.0,50.0,216.0,2.2464,2.141847823642606,0.9242271302486187,ACH,T4c
720575940632442828,T4,33.0,66.0,484.0,3.6666666666666665,4.070634448065606,0.8606037667605199,ACH,T4d
720575940632444431,T4,71.0,260.0,2668.0,2.802189349112426,5.252819932949746,1.0357931106317213,ACH,T4a
